##['TANGGAL', 'JAM', 'SEQUENCE', 'EMITEN', 'OPEN_PRICE', 'HIGH_PRICE', 'LOW_PRICE', 'CLOSE_PRICE', 'VOLUME', 'VALUE', 'FREQUENCY']
['20200226', '135209', '00010727', 'JSMR', '00000006000.00', '00000006000.00', '00000005775.00', '00000006000.00', '000000000203', '0000000001192800', '0000005']
['20200226', '135209', '00010728', 'PGAS', '00000001895.00', '00000002010.00', '00000001510.00', '00000002010.00', '000000000232', '0000000000444370', '0000006']
['20200226', '135209', '00010729', 'CPIN', '00000010600.00', '00000010600.00', '00000010525.00', '00000010600.00', '000000000213', '0000000002251350', '0000005']
['20200226', '135209', '00010730', 'LPPF', '00000012300.00', '00000012300.00', '00000012250.00', '00000012300.00', '000000000183', '0000000002247200', '0000005']
['20200226', '135209', '00010731', 'BMRI', '00000008900.00', '00000008900.00', '00000008875.00', '00000008900.00', '000000000323', '0000000002871275', '0000005']
['20200226', '135210', '00010768', 'PTPP', '00000001715.00', '00000001800.00', '00000001750.00', '00000001800.00', '000000000287', '0000000000507725', '0000005']
['20200226', '135210', '00010769', 'SMGR', '00000013700.00', '00000013700.00', '00000013600.00', '00000013700.00', '000000000332', '0000000004535000', '0000005']
['20200226', '135210', '00010770', 'BBNI', '00000015725.00', '00000015825.00', '00000015775.00', '00000015825.00', '000000000220', '0000000003477000', '0000005']
['20200226', '135210', '00010771', 'BBTN', '00000004900.00', '00000004900.00', '00000004840.00', '00000004900.00', '000000000275', '0000000001339880', '0000005']
['20200226', '135210', '00010772', 'PTBA', '00000004700.00', '00000005000.00', '00000004750.00', '00000005000.00', '000000000416', '0000000002007710', '0000005']
['20200226', '135210', '00010773', 'ITMG', '00000016700.00', '00000016700.00', '00000016600.00', '00000016700.00', '000000000045', '0000000000749500', '0000005']
['20200226', '135210', '00010774', 'INKP', '00000010000.00', '00000010000.00', '00000009925.00', '00000010000.00', '000000000413', '0000000004117325', '0000005']
['20200226', '135210', '00010775', 'ERAA', '00000001800.00', '00000001800.00', '00000001770.00', '00000001800.00', '000000000331', '0000000000591120', '0000005']
['20200226', '135210', '00010776', 'WSKT', '00000001860.00', '00000001900.00', '00000001850.00', '00000001900.00', '000000000446', '0000000000830990', '0000005']
['20200226', '135210', '00010777', 'UNTR', '00000022900.00', '00000022900.00', '00000022800.00', '00000022900.00', '000000000098', '0000000002240200', '0000005']
['20200226', '135210', '00010778', 'UNVR', '00000044600.00', '00000044600.00', '00000044550.00', '00000044600.00', '000000000203', '0000000009049700', '0000005']
['20200226', '135210', '00010779', 'ANTM', '00000000900.00', '00000001000.00', '00000000950.00', '00000001000.00', '000000000197', '0000000000188860', '0000005']
['20200226', '135210', '00010780', 'GGRM', '00000096500.00', '00000096600.00', '00000096550.00', '00000096600.00', '000000000045', '0000000004346100', '0000005']
['20200226', '135210', '00010781', 'TLKM', '00000003620.00', '00000009100.00', '00000003620.00', '00000009100.00', '000000000253', '0000000002291670', '0000006']
['20200226', '135210', '00010782', 'ADRO', '00000001480.00', '00000001575.00', '00000001285.00', '00000001575.00', '000000000269', '0000000000409370', '0000006']
['20200226', '135215', '00010789', 'ANTM', '00000000900.00', '00000001000.00', '00000000900.00', '00000001000.00', '000000009500', '0000000008848000', '0000007']
['20200226', '135215', '00010790', 'PTPP', '00000001715.00', '00000001800.00', '00000001715.00', '00000001800.00', '000000001200', '0000000002113000', '0000006']
['20200226', '135216', '00010805', 'PTBA', '00000004700.00', '00000005000.00', '00000004730.00', '00000005000.00', '000000001000', '0000000004892000', '0000005']
['20200226', '135307', '00010818', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000000100', '0000000000200000', '0000001']
['20200226', '135315', '00010821', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000003400', '0000000000442000', '0000004']
['20200226', '135320', '00010823', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000003400', '0000000000442000', '0000004']
['20200226', '135329', '00010825', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000003400', '0000000000442000', '0000004']
['20200226', '135334', '00010828', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000000500', '0000000001000000', '0000002']
['20200226', '135356', '00010842', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000003900', '0000000000507000', '0000005']
['20200226', '135523', '00010853', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000001100', '0000000002200000', '0000003']
['20200226', '135555', '00010867', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000004400', '0000000000572000', '0000006']
['20200226', '135659', '00010877', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000004400', '0000000000572000', '0000006']
['20200226', '135817', '00010882', 'BHIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '135844', '00010887', 'ACES', '00000001750.00', '00000001750.00', '00000001750.00', '00000001750.00', '000000000500', '0000000000875000', '0000002']
['20200226', '135850', '00010905', 'BHIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '135851', '00010911', 'BHIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '135907', '00010927', 'BHIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '135923', '00010930', 'ADRO', '00000001480.00', '00000002000.00', '00000001285.00', '00000002000.00', '000000001269', '0000000002409370', '0000007']
['20200226', '135934', '00010962', 'BHIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '140102', '00010970', 'ADES', '00000001300.00', '00000001300.00', '00000001300.00', '00000001300.00', '000000000000', '0000000000000000', '0000000']
['20200226', '140114', '00010973', 'INDF', '00000008025.00', '00000008025.00', '00000008000.00', '00000008025.00', '000000000500', '0000000004007500', '0000005']
['20200226', '140157', '00010977', 'ALKA', '00000000130.00', '00000000130.00', '00000000125.00', '00000000130.00', '000000004800', '0000000000622000', '0000007']
['20200226', '140202', '00010984', 'ALKA', '00000000130.00', '00000000130.00', '00000000125.00', '00000000130.00', '000000004800', '0000000000622000', '0000007']
['20200226', '140309', '00010989', 'ALKA', '00000000130.00', '00000000130.00', '00000000125.00', '00000000130.00', '000000004800', '0000000000622000', '0000007']
['20200226', '140337', '00010993', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000150300', '0000002735460000', '0000004']
['20200226', '140339', '00011008', 'BIPI', '00000000050.00', '00000000050.00', '00000000050.00', '00000000050.00', '000000000000', '0000000000000000', '0000000']
['20200226', '140355', '00011012', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005300', '0000000000689500', '0000008']
['20200226', '140414', '00011020', 'UNVR', '00000044600.00', '00000044600.00', '00000044000.00', '00000044600.00', '000000001203', '0000000053049700', '0000006']
['20200226', '140427', '00011022', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005300', '0000000000689500', '0000008']
['20200226', '140725', '00011033', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000150400', '0000002737280000', '0000005']
['20200226', '140818', '00011049', 'BIPI', '00000000050.00', '00000000050.00', '00000000050.00', '00000000050.00', '000000000100', '0000000000005000', '0000001']
['20200226', '140828', '00011055', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '140833', '00011062', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '140846', '00011066', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000001500', '0000000000252000', '0000004']
['20200226', '140854', '00011071', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '140906', '00011073', 'ABDA', '00000007000.00', '00000007000.00', '00000007000.00', '00000007000.00', '000000000000', '0000000000000000', '0000000']
['20200226', '140937', '00011076', 'SMBR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '140943', '00011080', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '141029', '00011083', 'LPKR', '00000000476.00', '00000000476.00', '00000000476.00', '00000000476.00', '000000000000', '0000000000000000', '0000000']
['20200226', '141050', '00011086', 'LPKR', '00000000476.00', '00000000476.00', '00000000476.00', '00000000476.00', '000000000000', '0000000000000000', '0000000']
['20200226', '141107', '00011090', 'LPKR', '00000000476.00', '00000000476.00', '00000000476.00', '00000000476.00', '000000001000', '0000000000476000', '0000001']
['20200226', '141122', '00011103', 'LEAD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '141149', '00011107', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000150500', '0000002739100000', '0000006']
['20200226', '141201', '00011120', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000150500', '0000002739100000', '0000006']
['20200226', '141206', '00011122', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000001500', '0000000000252000', '0000004']
['20200226', '141214', '00011126', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000001700', '0000000000285600', '0000005']
['20200226', '141221', '00011132', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000150500', '0000002739100000', '0000006']
['20200226', '141302', '00011135', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000001700', '0000000000285600', '0000005']
['20200226', '141718', '00011148', 'ADES', '00000001300.00', '00000001300.00', '00000001300.00', '00000001300.00', '000000000000', '0000000000000000', '0000000']
['20200226', '141849', '00011153', 'RIMO', '00000000153.00', '00000000153.00', '00000000153.00', '00000000153.00', '000000000000', '0000000000000000', '0000000']
['20200226', '141912', '00011157', 'RIMO', '00000000153.00', '00000000153.00', '00000000153.00', '00000000153.00', '000002131600', '0000000326134800', '0000001']
['20200226', '141928', '00011163', 'RIMO', '00000000153.00', '00000000153.00', '00000000153.00', '00000000153.00', '000002131600', '0000000326134800', '0000001']
['20200226', '142017', '00011167', 'UNVR', '00000044600.00', '00000044625.00', '00000044000.00', '00000044625.00', '000000002203', '0000000097674700', '0000007']
['20200226', '142019', '00011169', 'RALS', '00000001230.00', '00000001230.00', '00000001230.00', '00000001230.00', '000000000000', '0000000000000000', '0000000']
['20200226', '142212', '00011175', 'RALS', '00000001230.00', '00000001230.00', '00000001230.00', '00000001230.00', '000000000000', '0000000000000000', '0000000']
['20200226', '142225', '00011177', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000001100', '0000000002200000', '0000003']
['20200226', '142358', '00011182', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000001100', '0000000002200000', '0000003']
['20200226', '142428', '00011185', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000001100', '0000000002200000', '0000003']
['20200226', '142434', '00011188', 'RALS', '00000001230.00', '00000001230.00', '00000001230.00', '00000001230.00', '000000000500', '0000000000615000', '0000001']
['20200226', '142453', '00011198', 'LMAS', '00000000063.00', '00000000063.00', '00000000063.00', '00000000063.00', '000000000000', '0000000000000000', '0000000']
['20200226', '142515', '00011202', 'LMAS', '00000000063.00', '00000000063.00', '00000000063.00', '00000000063.00', '000000000100', '0000000000006300', '0000001']
['20200226', '142536', '00011208', 'RALS', '00000001230.00', '00000001230.00', '00000001230.00', '00000001230.00', '000000002500', '0000000003075000', '0000002']
['20200226', '142609', '00011218', 'SMBR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '142629', '00011221', 'WIKA', '00000002000.00', '00000002000.00', '00000002000.00', '00000002000.00', '000000001100', '0000000002200000', '0000003']
['20200226', '142819', '00011230', 'WIKA', '00000002000.00', '00000002000.00', '00000001885.00', '00000002000.00', '000000001600', '0000000003142500', '0000004']
['20200226', '142910', '00011245', 'RALS', '00000001230.00', '00000001230.00', '00000001230.00', '00000001230.00', '000000002500', '0000000003075000', '0000002']
['20200226', '142917', '00011248', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000002700', '0000000000453600', '0000006']
['20200226', '142923', '00011254', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000003700', '0000000000621600', '0000007']
['20200226', '142932', '00011260', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000004700', '0000000000789600', '0000008']
['20200226', '143052', '00011268', 'ABDA', '00000007000.00', '00000007000.00', '00000007000.00', '00000007000.00', '000000000000', '0000000000000000', '0000000']
['20200226', '143133', '00011290', 'PGAS', '00000001895.00', '00000002010.00', '00000002000.00', '00000002010.00', '000000025200', '0000000050615000', '0000036']
['20200226', '143134', '00011305', 'RALS', '00000001230.00', '00000001230.00', '00000001220.00', '00000001230.00', '000000002700', '0000000003319000', '0000003']
['20200226', '143217', '00011317', 'RALS', '00000001230.00', '00000001230.00', '00000001220.00', '00000001230.00', '000000002900', '0000000003563000', '0000004']
['20200226', '143244', '00011329', 'RALS', '00000001230.00', '00000001230.00', '00000001215.00', '00000001230.00', '000000003200', '0000000003928000', '0000006']
['20200226', '143322', '00011339', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '143407', '00011351', 'RALS', '00000001230.00', '00000001230.00', '00000001215.00', '00000001230.00', '000000003200', '0000000003928000', '0000006']
['20200226', '143435', '00011354', 'LPKR', '00000000476.00', '00000000476.00', '00000000476.00', '00000000476.00', '000000001000', '0000000000476000', '0000001']
['20200226', '143503', '00011357', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '143517', '00011361', 'BBRI', '00000004960.00', '00000004950.00', '00000004950.00', '00000004950.00', '000000100500', '0000000497475000', '0000101']
['20200226', '143728', '00011380', 'INCO', '00000003950.00', '00000003950.00', '00000003950.00', '00000003950.00', '000000000100', '0000000000395000', '0000001']
['20200226', '143902', '00011393', 'PGAS', '00000001895.00', '00000002010.00', '00000001510.00', '00000002010.00', '000000000332', '0000000000644270', '0000007']
['20200226', '143918', '00011397', 'BBNI', '00000015725.00', '00000015825.00', '00000015725.00', '00000015825.00', '000000100700', '0000001591057500', '0000008']
['20200226', '143949', '00011411', 'HOME', '00000000078.00', '00000000078.00', '00000000078.00', '00000000078.00', '000000000000', '0000000000000000', '0000000']
['20200226', '144009', '00011414', 'TLKM', '00000003620.00', '00000009100.00', '00000009050.00', '00000009100.00', '000000003400', '0000000030795000', '0000009']
['20200226', '144017', '00011431', 'HOME', '00000000078.00', '00000000078.00', '00000000078.00', '00000000078.00', '000000000100', '0000000000007800', '0000001']
['20200226', '144104', '00011439', 'HOME', '00000000078.00', '00000000078.00', '00000000078.00', '00000000078.00', '000000000100', '0000000000007800', '0000001']
['20200226', '144200', '00011443', 'BVIC', '00000000300.00', '00000000300.00', '00000000300.00', '00000000300.00', '000000000000', '0000000000000000', '0000000']
['20200226', '144221', '00011447', 'BVIC', '00000000300.00', '00000000300.00', '00000000300.00', '00000000300.00', '000000000100', '0000000000030000', '0000001']
['20200226', '144252', '00011454', 'PTBA', '00000004700.00', '00000005000.00', '00000004730.00', '00000005000.00', '000000003000', '0000000014352000', '0000006']
['20200226', '144316', '00011466', 'PSDN', '00000000143.00', '00000000143.00', '00000000143.00', '00000000143.00', '000000000000', '0000000000000000', '0000000']
['20200226', '144431', '00011473', 'PGAS', '00000001895.00', '00000002010.00', '00000002000.00', '00000002010.00', '000000025200', '0000000050615000', '0000036']
['20200226', '144526', '00011477', 'PGAS', '00000001895.00', '00000002010.00', '00000001510.00', '00000002010.00', '000000000432', '0000000000833070', '0000008']
['20200226', '144700', '00011483', 'PSDN', '00000000143.00', '00000000143.00', '00000000143.00', '00000000143.00', '000000000200', '0000000000028600', '0000001']
['20200226', '144705', '00011490', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000004700', '0000000000789600', '0000008']
['20200226', '144710', '00011494', 'PSDN', '00000000143.00', '00000000143.00', '00000000143.00', '00000000143.00', '000000000200', '0000000000028600', '0000001']
['20200226', '144753', '00011498', 'GJTL', '00000001050.00', '00000001050.00', '00000001045.00', '00000001050.00', '000000145300', '0000000152316500', '0000034']
['20200226', '144822', '00011507', 'ANTM', '00000000900.00', '00000001000.00', '00000000900.00', '00000001000.00', '000000009500', '0000000008848000', '0000007']
['20200226', '144830', '00011511', 'ANTM', '00000000900.00', '00000001000.00', '00000000900.00', '00000001000.00', '000000009800', '0000000009148000', '0000008']
['20200226', '144931', '00011522', 'ASRI', '00000000320.00', '00000000320.00', '00000000320.00', '00000000320.00', '000000000000', '0000000000000000', '0000000']
['20200226', '144945', '00011526', 'ASRI', '00000000320.00', '00000000320.00', '00000000320.00', '00000000320.00', '000000000000', '0000000000000000', '0000000']
['20200226', '145438', '00011537', 'SRIL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145504', '00011540', 'SRIL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145506', '00011543', 'BTEK', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145507', '00011545', 'BTEK', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145723', '00011555', 'ASRI', '00000000320.00', '00000000320.00', '00000000320.00', '00000000320.00', '000000000000', '0000000000000000', '0000000']
['20200226', '145816', '00011559', 'ALKA', '00000000130.00', '00000000135.00', '00000000125.00', '00000000135.00', '000000005400', '0000000000702500', '0000009']
['20200226', '145844', '00011606', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000150500', '0000002739100000', '0000006']
['20200226', '145844', '00011607', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000004700', '0000000000789600', '0000008']
['20200226', '145844', '00011608', 'ABDA', '00000007000.00', '00000007000.00', '00000007000.00', '00000007000.00', '000000000100', '0000000000700000', '0000001']
['20200226', '145844', '00011609', 'ABMM', '00000002150.00', '00000002150.00', '00000002150.00', '00000002150.00', '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011610', 'ACES', '00000001750.00', '00000001750.00', '00000001750.00', '00000001750.00', '000000000600', '0000000001050000', '0000003']
['20200226', '145844', '00011611', 'ACST', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011612', 'ADES', '00000001300.00', '00000001300.00', '00000001300.00', '00000001300.00', '000000000100', '0000000000130000', '0000001']
['20200226', '145844', '00011613', 'ADHI', '00000001700.00', '00000001700.00', '00000001650.00', '00000001700.00', '000000000300', '0000000000500000', '0000002']
['20200226', '145844', '00011614', 'ADMF', '00000006025.00', '00000006025.00', '00000006025.00', '00000006025.00', '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011615', 'ADMG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011616', 'ADRO', '00000001480.00', '00000001575.00', '00000001480.00', '00000001575.00', '000000578500', '0000000874677500', '0000124']
['20200226', '145844', '00011617', 'AGII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011618', 'AGRO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011619', 'AGRS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011620', 'AHAP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011621', 'AIMS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011622', 'AISA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011623', 'AKKU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011624', 'AKPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011625', 'AKRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011626', 'ALDO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011627', 'ALMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011628', 'ALTO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011629', 'AMAG', '00000000398.00', '00000000398.00', '00000000398.00', '00000000398.00', '000000021000', '0000000008358000', '0000027']
['20200226', '145844', '00011630', 'AMFG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011631', 'AMIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011632', 'AMRT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011633', 'ANJT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011634', 'ANTM', '00000000900.00', '00000001000.00', '00000000900.00', '00000001000.00', '000000009800', '0000000009148000', '0000008']
['20200226', '145844', '00011635', 'APEX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011636', 'APIC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011637', 'APII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011638', 'APLI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011639', 'APLN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011640', 'ARGO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011641', 'ARII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011642', 'ARMY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011643', 'ARNA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145844', '00011644', 'ARTA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011766', 'ARTO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011767', 'ASBI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011768', 'ASDM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011769', 'ASGR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011770', 'ASII', '00000007000.00', '00000007000.00', '00000007000.00', '00000007000.00', '000000000200', '0000000001400000', '0000001']
['20200226', '145845', '00011771', 'ASJT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011772', 'ASMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011773', 'ASRI', '00000000320.00', '00000000320.00', '00000000320.00', '00000000320.00', '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011774', 'ASRM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011775', 'ASSA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011776', 'ATIC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011777', 'AUTO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011778', 'BABP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011779', 'BACA', '00000000250.00', '00000000260.00', '00000000250.00', '00000000260.00', '000000000200', '0000000000051000', '0000002']
['20200226', '145845', '00011780', 'BACA-W2', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011781', 'BAJA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011782', 'BALI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011783', 'BAPA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011784', 'BATA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011785', 'BAYU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011786', 'BBCA', '00000054500.00', '00000054600.00', '00000054550.00', '00000054600.00', '000000005200', '0000000283875000', '0000014']
['20200226', '145845', '00011787', 'BBHI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011788', 'BBKP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011789', 'BBLD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011790', 'BBMD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011791', 'BBNI', '00000015725.00', '00000015825.00', '00000015725.00', '00000015825.00', '000000100700', '0000001591057500', '0000008']
['20200226', '145845', '00011792', 'BBNP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011793', 'BBRI', '00000004960.00', '00000004950.00', '00000004950.00', '00000004950.00', '000000100600', '0000000497970000', '0000102']
['20200226', '145845', '00011794', 'BBRM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011795', 'BBTN', '00000004900.00', '00000004900.00', '00000004840.00', '00000004900.00', '000000003100', '0000000015112000', '0000006']
['20200226', '145845', '00011796', 'BBYB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011797', 'BCAP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011798', 'BCIP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011799', 'BDMN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011800', 'BEKS', '00000000052.00', '00000000052.00', '00000000052.00', '00000000052.00', '000000000100', '0000000000005200', '0000001']
['20200226', '145845', '00011801', 'BEST', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011802', 'BFIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011803', 'BGTG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011804', 'BHIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011805', 'BIKA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011806', 'BIMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011807', 'BINA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011808', 'BIPI', '00000000050.00', '00000000050.00', '00000000050.00', '00000000050.00', '000000000100', '0000000000005000', '0000001']
['20200226', '145845', '00011809', 'BIPP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011810', 'BIPP-W2', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011811', 'BIRD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011812', 'BISI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011813', 'BJBR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011814', 'BJTM', '00000000590.00', '00000000590.00', '00000000590.00', '00000000590.00', '000000000500', '0000000000295000', '0000005']
['20200226', '145845', '00011815', 'BKDP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011816', 'BKSL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011817', 'BKSL-W', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '145845', '00011818', 'BKSW', None, None, None, None, '000000000000', '0000000000000000', '0000000']
