20200309,030042,00000002,3,AALI,AstraAgroLestariTbk.,0,ORDI_PREOPEN,12,00000001550.00,00000001230.96,00001924688333,00001924688333,00100,,--S-18AEM-----12--------------,00001924688333,R\xbc\r\n
20200309,030042,00000003,3,AALI-R,HMETDAstraAgroLestariTbk.,0,RGHI,12,00000003370.00,00000000100.00,00000349943333,00000349943333,00100,,,00000000000000,\xb2;\r\n
20200309,030042,00000004,3,ABBA,MahakaMediaTbk.,0,ORDI,95,00000000105.00,00000000057.00,00002755125000,00002755125000,00100,,--U-213-------95--------------,00002755125000,\xc91\r\n
20200309,030042,00000005,3,ABBA-R,HMETDMahakaMediaTbk.,0,RGHI,95,00000000001.00,00000000100.00,00001333125000,00001333125000,00100,,,00000000000000,\xfb\xe8\r\n
20200309,030042,00000006,3,ABDA,AsuransiBinaDanaArtaTbk.,0,ORDI,84,00000003800.00,00000000438.02,00000620806680,00000620806680,00100,,XDU-21-5------84--------------,00000620806680,"\x05,\r\n"
20200309,030042,00000007,3,ABMM,ABMInvestamaTbk.,0,ORDI,98,00000003750.00,00000003750.00,00002753165000,00002753165000,00100,,--U-11-5------98--------------,00002753165000,[\xdb\r\n
20200309,030042,00000008,3,ACES,AceHardwareIndonesiaTbk.,0,ORDI,93,00000000820.00,00000000082.00,00017150000000,00017150000000,00100,,--S-1M7PM-----93--------------,00017150000000,L5\r\n
20200309,030042,00000009,3,ACST,AcsetIndonusaTbk.,0,ORDI,62,00000002500.00,00000002381.29,00000700000000,00000700000000,00100,,--U-1135------62--------------,00000700000000,xI\r\n
20200309,030042,00000010,3,ADES,AkashaWiraInternationalTbk.,0,ORDI,54,00000003850.00,00000001925.00,00000589896800,00000589896800,00100,,--U-213-------51--------------,00000589896800,N$\r\n
20200309,030042,00000011,3,ADHI,AdhiKarya(Persero)Tbk.,0,ORDI_PREOPEN,62,00000000150.00,00000000127.33,00003560849376,00003560849376,00100,,--SO1HAFV-----62--------------,00003560849376,\\A\r\n
20200309,030042,00000012,3,ADMF,AdiraDinamikaMultiFinanceTbk.,0,ORDI,82,00000002325.00,00000002325.00,00001000000000,00001000000000,00100,,--U-11-5------82--------------,00001000000000,\xa8G\r\n
20200309,030042,00000013,3,ADMG,PolychemIndonesiaTbk,0,ORDI,34,00000004250.00,00000001120.34,00003889179559,00003889179559,00100,,--U-1135------34--------------,00003889179559,\x10\xdc\r\n
20200309,030042,00000014,3,ADRO,AdaroEnergyTbk.,0,ORDI_PREOPEN,21,00000001100.00,00000001100.00,00031985962000,00031985962000,00100,,--SO1XD5U-----21--------------,00031985962000,\xad\x99\r\n
20200309,030042,00000015,3,AGII,AnekaGasIndustriTbk.,0,ORDI,34,00000001100.00,00000001100.00,00003066660000,00003063160000,00100,,XDS-1135------34--------------,00003066660000,\xbbF\r\n
20200309,030042,00000016,3,AGRO,BankRakyatIndonesiaAgroniagaTbk.,0,ORDI,81,00000000100.00,00000000061.21,00015211960566,00015211960566,00100,,--M-1855------81--------------,00017691313349,\x03C\r\n
20200309,030042,00000017,3,AGRS,BankAgrisTbk.,0,ORDI,81,00000000110.00,00000000110.00,00005203614878,00005203614878,00100,,--U-21-5------81--------------,00005203614878,\x16\xd8\r\n
